6.5564,7.9432,6.16,326.36,-5.8858,14.288,10.72,5.6659,9.8463,8.5,7.1309,11.016,7.43,8.5291,7.3787,0,8.3,-35.327,29.867,2.6878,51,59.7,4.0068,-3.3289
5.3567,7.3039,5.41,-347.82,6.1554,9.5673,10.243,4.2175,8.3591,8.3,7.2019,7.4014,6.652,8.351,2.6625,0,8.06,-16.303,11.012,3.5815,55,63.2,1.0428,-0.12416
8.9321,4.5554,4.83,-232.6,44.5,12.513,9.0793,7.9199,12.153,7.7,7.2738,-2.005,4.3867,8.1802,5.8233,21.049,7.75,-8.5579,36.844,5.351,59.6,64.7,5.7029,10.028
3.0112,3.5619,5.2,116.48,8.2723,11.835,6.6632,3.6669,5.1433,7.6,7.2793,2.005,3.3313,6.4258,6.8238,13.606,7.77,-40.638,15.527,2.7069,59.2,62.7,2.7131,1.2353
2.0286,6.3326,5.28,12.436,10.412,10.476,9.7647,4.2212,5.153,7.7,7.3505,2.6578,6.0093,10.227,4.0391,18.529,7.73,-9.2003,1.3921,1.9517,54.7,57,0.33206,1.1008
2.9911,5.7731,4.87,-117.8,-6.4564,14.235,9.3513,5.1845,7.2197,7.8,7.4331,6.5683,6.263,8.4537,7.0375,34.637,7.19,-26.611,2.9823,2.4164,53.9,57.2,2.6312,-3.1799
4.6272,7.2752,4.66,41.596,-3.366,13.372,7.7474,4.5563,7.9484,7.5,7.5197,9.0181,7.1049,9.0229,9.4948,0,7.35,14.735,18.117,4.1037,56.1,59.2,2.2787,-2.6177
7.7745,6.9195,5.16,319.4,-10.877,10.63,12.048,2.1997,12.305,7.1,7.5596,7.5712,6.7919,7.3667,7.7648,0,7.37,1.282,27.696,5.2868,57.8,61,0.73893,-4.4171
7.0147,5.5005,5.82,525.73,-4.3858,9.095,11.337,3.7887,4.4575,6.9,7.6054,4.969,5.9924,8.6646,6.254,17.813,7.36,3.7676,19.746,5.0591,55.5,58.2,5.0445,-2.5946
0.041987,5.8521,6.51,123.34,-16.719,8.1962,14.08,5.984,2.6533,6.7,7.6377,5.5173,5.686,9.877,7.7434,8.6312,7.6,17.89,-10.163,4.6775,57.1,59,-4.474,-5.6011
1.3894,6.8226,6.76,-323.71,-20.125,7.4099,9.0962,2.3124,-1.1632,6.3,7.5115,7.24,6.6121,8.2762,8.4315,0,8.01,24.02,7.7204,4.1437,56.1,57.8,-1.4161,-6.6844
15.257,8.998,7.28,341.72,28.885,7.3973,13.104,8.4446,15.56,6,7.6563,10.62,8.1558,6.0966,9.7724,0,8.32,-19.526,25.172,7.1821,59.5,62.6,7.7122,5.1822
3.8928,9.2005,8.1,82.321,23.183,7.383,11.482,1.6718,3.578,6,7.6104,8.0694,6.9834,9.3027,6.8043,0,8.49,20.535,11.489,4.1109,61,62.4,0.85942,4.0498
5.3292,9.1892,9.58,-84.423,-18.339,7.3963,11.574,3.1916,7.1726,5.9,7.6207,9.0272,7.4827,12.289,6.2404,0,8.82,10.854,9.1482,4.1144,60.3,60.2,1.4531,-6.4553
0.79424,9.9493,10.07,16.514,8.9526,5.8434,11.489,2.0233,1.7211,5.9,7.4182,13.17,7.429,8.1957,5.5898,17.575,9.11,6.1926,0.66875,3.4984,58.1,57.5,-2.2452,0.38088
0.48417,12.519,10.18,129.47,6.9414,9.3737,8.0227,-0.24105,-0.6691,5.7,7.5208,10.127,10.754,4.9613,10.951,52.267,9.11,12.81,-0.36185,2.9426,54.4,52.2,-0.73371,-0.95302
